Map: Shrine Ruins | Difficulty: easy | Target: Jagras | Objective: Slay 8 Jagras | Description: Those in-fur-nal Jagras keep messing with my visits to the Shrine Ruins. They're after the offur-ings I bring with me, those rude, blasphemous fiends! Send them running with their tails between their legs!
Map: Elder's Recess | Difficulty: medium | Target: Lunastra | Objective: Slay a Lunastra | Description: A request to track down a Lunastra has come in! I wonder what it's like to be treated like an empress. Take this quest, mon ̩toile, and show me...
Map: Coral Highlands | Difficulty: medium | Target: Namielle, Kirin | Objective: Slay all target monsters | Description:  thinkin' about how I can upgrade your specialized tools. You get me the materials I need and I'll make sure your gear is truly next generation! (Upgrades the Temporal Mantle upon first completion.)
Map: Wildspire Waste | Difficulty: medium | Target: Lunastra | Objective: Slay a Lunastra | Description: Lunastra...I saw her just once and tried to express my feelings, but it was not meant to be. Oh, to be caressed by her flames... I need someone to tell her how I feel!
Map: Ancient Forest | Difficulty: medium | Target: Kushala Daora, Blackveil Vaal Hazak | Objective: Slay all target monsters | Description:  thinkin' about how I can upgrade your specialized tools. You get me the materials I need and I guarantee you'll just love this upgrade! (Upgrades the Affinity Booster upon first completion.)
Map: Elder's Recess | Difficulty: medium | Target: Kirin, Silver Rathalos | Objective: Hunt all target monsters | Description:  thinkin' about how I can upgrade your specialized tools. You get me the materials I need and I guarantee this upgrade will have massive impact! (Upgrades the Impact Mantle upon first completion.)
Map: Coral Highlands | Difficulty: medium | Target: Shara Ishvalda | Objective: Slay a Shara Ishvalda | Description: Gotta admit, Shara Ishvalda is one elder dragon that is a sight to behold. Still can't believe it led us all the way here. We still have much to learn, let's pay it another visit!
Map: Special Arena | Difficulty: medium | Target: Silver Rathalos | Objective: Hunt a Silver Rathalos | Description: A new challenger
Map: Special Arena | Difficulty: medium | Target: Brute Tigrex | Objective: Hunt a Brute Tigrex | Description: A new challenger
Map: Special Arena | Difficulty: medium | Target: Yian Garuga | Objective: Hunt a Yian Garuga | Description: A new challenger
Map: Special Arena | Difficulty: medium | Target: Zinogre | Objective: Hunt a Zinogre | Description: A new challenger
Map: Special Arena | Difficulty: medium | Target: Tigrex, Nargacuga, Zinogre, Brachydios, Glavenus | Objective: Hunt all target monsters | Description: You've overcome everything thrown at you so far, why not just one more challenge? Come out of this unscathed, and no one will forget why you're the real Sapphire Star!
Map: Elder's Recess | Difficulty: medium | Target: Lavasioth, Lunastra, Velkhana, Ruiner Nergigante | Objective: Hunt all target monsters | Description: You've had your rough patches, but you've become a shining beacon for the Commission. So here's to you, one last quest. May your name be etched in history!
Map: Arena | Difficulty: easy | Target: Kestodon | Objective: Slay 12 Kestodon | Description: "Our friendly Kestodon have blown a gasket, so we let them cool off in your Arena. Research Commission friends, please see if they've settled down." (Translation by the Lynian Researcher)
Map: Special Arena | Difficulty: easy | Target: Pukei-Pukei, Kulu-Ya-Ku | Objective: Slay all target monsters | Description: In the monster corner
Map: Special Arena | Difficulty: easy | Target: Lavasioth | Objective: Slay 30 Mitzutsune | Description: Oh deeeear! I placed some monster repellent around here, but it started attracting giant Mitzutsunes too! Someone, anyone, I need an exterminator!
Map: Arena | Difficulty: easy | Target: Kulu-Ya-Ku | Objective: Slay a Kulu-Ya-Ku | Description: Hello everyone, and welcome to USJ! We're happy to introduce our latest quest attraction, perfectly suitable for beginners! Come on and enjoy yourselves!
Map: Ancient Forest | Difficulty: easy | Target: Great Jagras, Great Jagras | Objective: Hunt 2 Great Jagras | Description: Yo, got a quest for you, but don't worry, this is right up your alley. We got a couple of Great Jagras that need to be taken care of. Trust me, the rewards will be worth it.
Map: Ancient Forest | Difficulty: easy | Target: Pukei-Pukei, Tobi-Kadachi | Objective: Hunt all target monsters | Description: I heard there's a period of time when diurnal and nocturnal endemic life meet, so I wanted to see for myself, but now I'm in a jam! (Special ticket and increased rare material rewards)
Map: Arena | Difficulty: easy | Target: Barroth | Objective: Slay a Barroth | Description: I heard rumors of a powerful monster dwelling in this place. One clad in an armor of earth. You must be like myself, seeking a rival that will force you to surpass your limits. It's time to fight!
Map: Arena | Difficulty: easy | Target: Great Jagras, Great Jagras, Great Jagras | Objective: Hunt 3 Great Jagras | Description: USJ is pleased to bring you the most exciting attraction ever! Witness this grand world in all of its golden glory! You'll be presented with some fantastic equipment once you're done!
Map: Ancient Forest | Difficulty: medium | Target: Anjanath, Anjanath | Objective: Hunt 2 Anjanath | Description: I woke up early to go and fetch some Goldbloom, but I found a grumpy Anjanath standing in my way! Take care of him, will ya? (Rare material reward chance up, special ticket available)
Map: Arena | Difficulty: medium | Target: Tobi-Kadachi, Paolumu | Objective: Slay all target monsters | Description: In the monster corner
Map: Special Arena | Difficulty: medium | Target: Rathian | Objective: Slay a Rathian | Description: Hello everyone, and welcome to USJ! We're happy to introduce our latest quest attraction, perfect for those who can beat up a monster with one arm tied behind their back!
Map: Arena | Difficulty: medium | Target: Tzitzi-Ya-Ku | Objective: Slay a Tzitzi-Ya-Ku | Description: Hello everyone, and welcome to USJ! We're happy to introduce our latest quest attraction, perfectly suitable for beginners! Come on and enjoy yourselves!
Map: Special Arena | Difficulty: medium | Target: Kulu-Ya-Ku, Tzitzi-Ya-Ku | Objective: Hunt all target monsters | Description: Hunter, these two meownsters are su-purr good at stealing eggs and dropping wingdrakes in a flash. But purrhaps they'll make for good equipment too, mew get me?
Map: Special Arena | Difficulty: medium | Target: Great Jagras, Pukei-Pukei, Paolumu | Objective: Hunt all target monsters | Description: Huh? Yeah, this is a quest from the Meowscular Chef. Whoa, you'll go instead of me? Wow, thanks a bunch! To show my gratitude, the next meal's on me!
Map: Coral Highlands | Difficulty: medium | Target: Tzitzi-Ya-Ku, Tzitzi-Ya-Ku | Objective: Hunt 2 Tzitzi-Ya-Ku | Description: "We Troupers are getting batterfanged by two Tzitzi-Ya-Ku. Please har-meow-nize with our warriors to wallop them into hightailing it!" (Translation by the Lynian Researcher)
Map: Arena | Difficulty: medium | Target: Paolumu, Rathalos | Objective: Hunt all target monsters | Description: A hunter came by with a blueprint of a weapon he wanted. I still have the prints lying around, so if you want one of your own, get me the materials and I'll start workin'.
Map: Special Arena | Difficulty: medium | Target: Rathalos | Objective: Slay a Rathalos | Description: Hello everyone, and welcome to USJ! We're happy to introduce our latest quest attraction, perfect for those who can beat up a monster with one arm tied behind their back!
Map: Special Arena | Difficulty: medium | Target: Diablos, Barroth, Barroth | Objective: Hunt all target monsters | Description: Do you know what'll happen if we get a couple of highly territorial monsters in one spot? No? Neither do I! Let's find out. Come out on top to earn Armor Spheres!
Map: Special Arena | Difficulty: medium | Target: Radobaan, Odogaron | Objective: Hunt all target monsters | Description: So...let me get this straight, you're going to step into the arena and get between Fido and its chew toy? Teaching it to play dead, are we?
Map: Coral Highlands | Difficulty: medium | Target: Kirin, Kirin | Objective: Slay 2 Kirin | Description: I looked left, it appeared on the right. I glanced behind me, it showed up in front of me. When I thought there was one of them, there were two. I'm outmatched here. This task is all yours.
Map: Ancient Forest | Difficulty: medium | Target: Pukei-Pukei, Rathian, Rathalos | Objective: Hunt all target monsters | Description: They say the most beautiful of chalices are poisonous. But I don't think that applies to flying wyverns. But just in case, look into that for me.
Map: Arena | Difficulty: hard | Target: Gastodon | Objective: Slay 10 Gastodon | Description: "The heck, am I lost? I don't recognize this place. Oh well, I might as well have some fun while I'm here!" (Translation by the Lynian Researcher) (Special ticket rewards)
Map: Arena | Difficulty: hard | Target: Namielle | Objective: Slay 5 Namielle | Description: The Admiral and Meowscular Chef trapped some Namielle and put them into the Arena. I didn't have the courage to tell them, but those Namielle look purr-ty odd to me. Take a look!
Map: Jungle | Difficulty: hard | Target: Zorah Magdaros | Objective: Guide Zorah Magdaros | Description: Whenever I see Zorah Magdaros, I can't help but feel sad, and a bit homesick. Let's finish up our research so I can go back to the Old World and meet my master and former teammates again!
Map: Arena | Difficulty: hard | Target: Gajalaka | Objective: Defeat 10 Gajalaka | Description: Geez, I just wanted to study the Gajalaka language, so I brought a group of them with me, but they all ran away! Can you help me round them up before they get into trouble?
Map: Coral Highlands | Difficulty: hard | Target: Kirin | Objective: Hunt 13 Kirin | Description: I'm getting bombarded with requests left n' right for the stuff I'm wearing, but I'm gonna need some special materials to meet demand. That's your cue, Hunter. You know what to do.
